date,home_team,away_team,home_score,away_score
2024-09-07,Western Kentucky,Eastern Kentucky,31,0
2024-09-07,Wake Forest,Virginia,30,31
2024-09-07,Southern Miss,SE Louisiana,35,10
2024-09-07,Florida,Samford,45,7
2024-09-07,Coastal Carolina,William & Mary,40,21
2024-09-07,UL Monroe,UAB,32,6
2024-09-07,Colorado State,Northern Colorado,38,17
2024-09-07,Georgia State,Chattanooga,24,21
2024-09-07,Illinois,Kansas,23,17
2024-09-07,Rice,Texas Southern,69,7
2024-09-07,Stanford,Cal Poly,41,7
2024-09-07,Arkansas State,Tulsa,28,24
2024-09-07,Kennesaw State,Louisiana,10,34
2024-09-07,Air Force,San José State,7,17
2024-09-07,Missouri,Buffalo,38,0
2024-09-07,Alabama,South Florida,42,16
2024-09-07,Nevada,Georgia Southern,17,20
2024-09-07,NC State,Tennessee,10,51
2024-09-07,Vanderbilt,Alcorn State,55,0
2024-09-07,Nebraska,Colorado,28,10
2024-09-07,North Texas,Stephen F. Austin,35,20
2024-09-07,LSU,Nicholls,44,21
2024-09-07,Ohio State,Western Michigan,56,0
2024-09-07,Oklahoma,Houston,16,12
2024-09-08,Clemson,App State,66,20
2024-09-08,TCU,Long Island University,45,0
2024-09-08,UTEP,Southern Utah,24,27
2024-09-08,Fresno State,Sacramento State,46,30
2024-09-08,Washington State,Texas Tech,37,16
2024-09-08,Arizona,Northern Arizona,22,10
2024-09-08,Oregon,Boise State,37,34
2024-09-08,New Mexico State,Liberty,24,30
2024-09-08,Arizona State,Mississippi State,30,23
2024-09-08,San Diego State,Oregon State,0,21
2024-09-08,USC,Utah State,48,0
2024-09-12,South Alabama,Northwestern State,87,10
2024-09-12,Texas State,Arizona State,28,31
2024-09-13,Kansas,UNLV,20,23
2024-09-14,Kansas State,Arizona,31,7
2024-09-14,Florida State,Memphis,12,20
2024-09-14,Michigan,Arkansas State,28,18
2024-09-14,Texas Tech,North Texas,66,21
2024-09-14,Illinois,Central Michigan,30,9
2024-09-14,Tulsa,Oklahoma State,10,45
2024-09-14,NC State,Louisiana Tech,30,20
2024-09-14,Wisconsin,Alabama,10,42
2024-09-14,Miami (OH),Cincinnati,16,27
2024-09-14,South Carolina,LSU,33,36
2024-09-14,Missouri,Boston College,27,21
2024-09-14,Buffalo,Massachusetts,34,3
2024-09-14,Temple,Coastal Carolina,20,28
2024-09-14,Minnesota,Nevada,27,0
2024-09-14,Ohio,Morgan State,21,6
2024-09-14,Pittsburgh,West Virginia,38,34
2024-09-14,Miami,Ball State,62,0
2024-09-14,Florida,Texas A&M,20,33
2024-09-14,Michigan State,Prairie View A&M,40,0
2024-09-14,Washington,Washington State,19,24
2024-09-14,Oklahoma,Tulane,34,19
2024-09-14,Purdue,Notre Dame,7,66
2024-09-14,Georgia Tech,VMI,59,7
2024-09-14,Oregon State,Oregon,14,49
2024-09-14,Iowa,Troy,38,21
2024-09-14,East Carolina,App State,19,21
2024-09-14,Arkansas,UAB,37,27
2024-09-14,Utah State,Utah,21,38
2024-09-14,North Carolina,North Carolina Central,45,10
2024-09-14,Duke,UConn,26,21
2024-09-14,Old Dominion,Virginia Tech,17,37
2024-09-14,Georgia Southern,South Carolina State,42,14
2024-09-14,Florida Atlantic,Florida International,38,20
2024-09-14,Liberty,UTEP,28,10
2024-09-14,Akron,Colgate,31,20
2024-09-14,Charlotte,Gardner-Webb,27,26
2024-09-14,Wake Forest,Ole Miss,6,40
2024-09-14,Western Michigan,Bethune-Cookman,59,31
2024-09-14,Middle Tennessee,Western Kentucky,21,49
2024-09-14,Texas,UTSA,56,7
2024-09-14,Eastern Michigan,Jacksonville State,37,34
2024-09-14,San José State,Kennesaw State,31,10
2024-09-14,Georgia State,Vanderbilt,36,32
2024-09-14,Southern Miss,South Florida,24,49
2024-09-14,Sam Houston,Hawai'i,31,13
2024-09-14,Auburn,New Mexico,45,19
2024-09-14,Colorado State,Colorado,9,28
2024-09-14,Northwestern,Eastern Illinois,31,7
2024-09-14,Nebraska,Northern Iowa,34,3
2024-09-14,Baylor,Air Force,31,3
2024-09-14,Kentucky,Georgia,12,13
2024-09-14,Mississippi State,Toledo,17,41
2024-09-14,TCU,UCF,34,35
2024-09-14,UCLA,Indiana,13,42
2024-09-14,Tennessee,Kent State,71,0
2024-09-15,Virginia,Maryland,13,27
2024-09-15,Houston,Rice,33,7
2024-09-15,Wyoming,BYU,14,34
2024-09-15,California,San Diego State,31,10
2024-09-15,Fresno State,New Mexico State,48,0
2024-09-19,App State,South Alabama,14,48
2024-09-20,Syracuse,Stanford,24,26
2024-09-21,Nebraska,Illinois,24,31
2024-09-21,Washington State,San José State,54,52
2024-09-21,Maryland,Villanova,38,20
2024-09-21,Clemson,NC State,59,35
2024-09-21,North Carolina,James Madison,50,70
2024-09-21,West Virginia,Kansas,32,28
2024-09-21,Ohio State,Marshall,49,14
2024-09-21,Louisiana,Tulane,33,41
2024-09-21,Mississippi State,Florida,28,45
2024-09-21,Indiana,Charlotte,52,14
2024-09-21,Army,Rice,37,14
2024-09-21,Cincinnati,Houston,34,0
2024-09-21,Kentucky,Ohio,41,6
2024-09-21,Central Michigan,Ball State,37,34
2024-09-21,Eastern Michigan,St. Francis (PA),36,0
2024-09-21,Temple,Utah State,45,29
2024-09-21,Iowa State,Arkansas State,52,7
2024-09-21,Coastal Carolina,Virginia,24,43
2024-09-21,Jacksonville State,Southern Miss,44,7
2024-09-21,Nevada,Eastern Washington,49,16
2024-09-21,Navy,Memphis,56,44
2024-09-21,Louisville,Georgia Tech,31,19
2024-09-21,LSU,UCLA,34,17
2024-09-21,Virginia Tech,Rutgers,23,26
2024-09-21,Michigan,USC,27,24
2024-09-21,Texas Tech,Arizona State,30,22
2024-09-21,Notre Dame,Miami (OH),28,3
2024-09-21,Penn State,Kent State,56,0
2024-09-21,UTSA,Houston Christian,45,7
2024-09-21,Auburn,Arkansas,14,24
2024-09-21,Pittsburgh,Youngstown State,73,17
2024-09-21,Massachusetts,Central Connecticut,35,31
2024-09-21,Northern Illinois,Buffalo,20,23
2024-09-21,Oklahoma State,Utah,19,22
2024-09-21,Middle Tennessee,Duke,17,45
2024-09-21,Missouri,Vanderbilt,30,27
2024-09-21,Colorado State,UTEP,27,17
2024-09-21,SMU,TCU,66,42
2024-09-21,Liberty,East Carolina,35,24
2024-09-21,Florida International,Monmouth,42,45
2024-09-21,Louisiana Tech,Tulsa,20,23
2024-09-21,North Texas,Wyoming,44,17
2024-09-21,Sam Houston,New Mexico State,31,11
2024-09-21,Washington,Northwestern,24,5
2024-09-21,Florida State,California,14,9
2024-09-21,UConn,Florida Atlantic,48,14
2024-09-21,Troy,Florida A&M,34,12
2024-09-21,South Florida,Miami,15,50
2024-09-21,Western Kentucky,Toledo,26,21
2024-09-21,Texas A&M,Bowling Green,26,20
2024-09-21,Minnesota,Iowa,14,31
2024-09-21,South Carolina,Akron,50,7
2024-09-21,Oklahoma,Tennessee,15,25
2024-09-21,Ole Miss,Georgia Southern,52,13
2024-09-22,Boston College,Michigan State,23,19
2024-09-22,Colorado,Baylor,38,31
2024-09-22,Texas,UL Monroe,51,3
2024-09-22,Oregon State,Purdue,38,21
2024-09-22,New Mexico,Fresno State,21,38
2024-09-22,Boise State,Portland State,56,14
2024-09-22,BYU,Kansas State,38,9
2024-09-22,Hawai'i,Northern Iowa,36,7
2024-09-26,Temple,Army,14,42
2024-09-27,Miami,Virginia Tech,38,34
2024-09-28,Rutgers,Washington,21,18
2024-09-28,UConn,Buffalo,47,3
2024-09-28,Indiana,Maryland,42,28
2024-09-28,Tulane,South Florida,45,10
2024-09-28,Syracuse,Holy Cross,42,14
2024-09-28,Kansas State,Oklahoma State,42,20
2024-09-28,Michigan,Minnesota,27,24
2024-09-28,UAB,Navy,18,41
2024-09-28,Purdue,Nebraska,10,28
2024-09-28,Ole Miss,Kentucky,17,20
2024-09-28,NC State,Northern Illinois,24,17
2024-09-28,Baylor,BYU,28,34
2024-09-28,Boston College,Western Kentucky,21,20
2024-09-28,James Madison,Ball State,63,7
2024-09-28,Sam Houston,Texas State,40,39
2024-09-28,Kansas,TCU,27,38
2024-09-28,Miami (OH),Massachusetts,23,20
2024-09-28,Kent State,Eastern Michigan,33,52
2024-09-28,UCF,Colorado,21,48
2024-09-28,USC,Wisconsin,38,21
2024-09-28,UNLV,Fresno State,59,14
2024-09-28,Notre Dame,Louisville,31,24
2024-09-28,Ohio,Akron,30,10
2024-09-28,Marshall,Western Michigan,27,20
2024-09-28,Central Michigan,San Diego State,22,21
2024-09-28,Auburn,Oklahoma,21,27
2024-09-28,Wake Forest,Louisiana,38,41
2024-09-28,Texas A&M,Arkansas,21,17
2024-09-28,Georgia State,Georgia Southern,21,38
2024-09-28,East Carolina,UTSA,30,20
2024-09-28,Duke,North Carolina,21,20
2024-09-28,Texas,Mississippi State,35,13
2024-09-28,Bowling Green,Old Dominion,27,30
2024-09-28,Florida Atlantic,Wagner,41,10
2024-09-28,Kennesaw State,UT Martin,13,24
2024-09-28,Florida International,Louisiana Tech,17,10
2024-09-28,North Texas,Tulsa,52,20
2024-09-28,Houston,Iowa State,0,20
2024-09-28,Rice,Charlotte,20,21
2024-09-28,Clemson,Stanford,40,14
2024-09-28,Troy,UL Monroe,9,13
2024-09-28,Penn State,Illinois,21,7
2024-09-28,Alabama,Georgia,41,34
2024-09-28,Michigan State,Ohio State,7,38
2024-09-28,Memphis,Middle Tennessee,24,7
2024-09-28,LSU,South Alabama,42,10
2024-09-29,SMU,Florida State,42,16
2024-09-29,Texas Tech,Cincinnati,44,41
2024-09-29,New Mexico State,New Mexico,40,50
2024-09-29,Wyoming,Air Force,31,19
2024-09-29,Boise State,Washington State,45,24
2024-09-29,Utah,Arizona,10,23
2024-09-29,UCLA,Oregon,13,34
2024-10-03,Troy,Texas State,17,38
2024-10-04,UTEP,Sam Houston,21,41
2024-10-04,Kennesaw State,Jacksonville State,24,63
2024-10-04,TCU,Houston,19,30
2024-10-05,UNLV,Syracuse,41,44
2024-10-05,Oregon,Michigan State,31,10
2024-10-05,Texas A&M,Missouri,41,10
2024-10-05,Northern Illinois,Massachusetts,34,20
2024-10-05,Air Force,Navy,7,34
2024-10-05,Virginia,Boston College,24,14
2024-10-05,Louisville,SMU,27,34
2024-10-05,Wisconsin,Purdue,52,6
2024-10-05,Penn State,UCLA,27,11
2024-10-05,Tulsa,Army,7,49
2024-10-05,NC State,Wake Forest,30,34
2024-10-05,North Carolina,Pittsburgh,24,34
2024-10-05,UAB,Tulane,20,71
2024-10-05,Ball State,Western Michigan,42,45
2024-10-05,Akron,Bowling Green,20,27
2024-10-05,Charlotte,East Carolina,55,24
2024-10-05,Georgia,Auburn,31,13
2024-10-05,South Carolina,Ole Miss,3,27
2024-10-05,Northwestern,Indiana,24,41
2024-10-05,Ohio State,Iowa,35,7
2024-10-05,Marshall,App State,52,37
2024-10-05,Toledo,Miami (OH),30,20
2024-10-05,Stanford,Virginia Tech,7,31
2024-10-05,UConn,Temple,29,20
2024-10-05,Oklahoma State,West Virginia,14,38
2024-10-05,Nebraska,Rutgers,14,7
2024-10-05,Vanderbilt,Alabama,40,35
2024-10-05,Oregon State,Colorado State,39,31
2024-10-05,Florida State,Clemson,13,29
2024-10-05,Southern Miss,Louisiana,13,23
2024-10-05,Coastal Carolina,Old Dominion,45,37
2024-10-05,Boise State,Utah State,62,30
2024-10-05,Arkansas State,South Alabama,18,16
2024-10-05,UL Monroe,James Madison,21,19
2024-10-05,Washington,Michigan,27,17
2024-10-05,San José State,Nevada,35,31
2024-10-05,Arkansas,Tennessee,19,14
2024-10-05,Iowa State,Baylor,43,21
2024-10-05,Minnesota,USC,24,17
2024-10-05,Florida,UCF,24,13
2024-10-06,Georgia Tech,Duke,24,14
2024-10-06,San Diego State,Hawai'i,27,24
2024-10-06,Arizona State,Kansas,35,31
2024-10-06,California,Miami,38,39
2024-10-06,Arizona,Texas Tech,22,28
2024-10-08,Liberty,Florida International,31,24
2024-10-09,Jacksonville State,New Mexico State,54,13
2024-10-10,James Madison,Coastal Carolina,39,7
2024-10-11,Western Kentucky,UTEP,44,17
2024-10-11,Louisiana Tech,Middle Tennessee,48,21
2024-10-12,Maryland,Northwestern,10,37
2024-10-12,Utah State,UNLV,34,50
2024-10-12,Arizona State,Utah,27,19
2024-10-12,North Carolina,Georgia Tech,34,41
2024-10-12,Buffalo,Toledo,30,15
2024-10-12,Alabama,South Carolina,27,25
2024-10-12,Massachusetts,Missouri,3,45
2024-10-12,Kent State,Ball State,35,37
2024-10-12,Rutgers,Wisconsin,7,42
2024-10-12,Army,UAB,44,10
2024-10-12,Iowa,Washington,40,16
2024-10-12,Wake Forest,Clemson,14,49
2024-10-12,Eastern Michigan,Miami (OH),14,38
2024-10-12,Illinois,Purdue,50,49
2024-10-12,USC,Penn State,30,33
2024-10-12,Georgia State,Old Dominion,14,21
2024-10-12,Colorado State,San José State,31,24
2024-10-12,Western Michigan,Akron,34,24
2024-10-12,Bowling Green,Northern Illinois,7,17
2024-10-12,UCF,Cincinnati,13,19
2024-10-12,Pittsburgh,California,17,15
2024-10-12,Virginia,Louisville,20,24
2024-10-12,South Florida,Memphis,3,21
2024-10-12,Wyoming,San Diego State,24,27
2024-10-12,Notre Dame,Stanford,49,7
2024-10-12,Oklahoma,Texas,3,34
2024-10-12,BYU,Arizona,41,19
2024-10-12,Central Michigan,Ohio,25,27
2024-10-12,Georgia,Mississippi State,41,31
2024-10-12,UL Monroe,Southern Miss,38,21
2024-10-12,New Mexico,Air Force,52,37
2024-10-12,Fresno State,Washington State,17,25
2024-10-12,Rice,UTSA,29,27
2024-10-12,Tennessee,Florida,23,17
2024-10-12,Florida Atlantic,North Texas,37,41
2024-10-12,Texas State,Arkansas State,41,9
2024-10-12,Oregon,Ohio State,32,31
2024-10-12,LSU,Ole Miss,29,26
2024-10-12,Nevada,Oregon State,42,37
2024-10-12,Louisiana,App State,34,24
2024-10-12,Kentucky,Vanderbilt,13,20
2024-10-13,Georgia Southern,Marshall,24,23
2024-10-13,NC State,Syracuse,17,24
2024-10-13,West Virginia,Iowa State,16,28
2024-10-13,UCLA,Minnesota,17,21
2024-10-13,Colorado,Kansas State,28,31
2024-10-13,Hawai'i,Boise State,7,28
2024-10-15,South Alabama,Troy,25,9
2024-10-16,Middle Tennessee,Kennesaw State,14,5
2024-10-16,New Mexico State,Louisiana Tech,33,30
2024-10-16,Sam Houston,Western Kentucky,14,31
2024-10-17,UTEP,Florida International,30,21
2024-10-17,Marshall,Georgia State,35,20
2024-10-17,Virginia Tech,Boston College,42,21
2024-10-18,Duke,Florida State,23,16
2024-10-19,Purdue,Oregon,0,35
2024-10-19,BYU,Oklahoma State,38,35
2024-10-19,Nevada,Fresno State,21,24
2024-10-19,Rutgers,UCLA,32,35
2024-10-19,Army,East Carolina,45,28
2024-10-19,Louisville,Miami,45,52
2024-10-19,UConn,Wake Forest,20,23
2024-10-19,Missouri,Auburn,21,17
2024-10-19,Indiana,Nebraska,56,7
2024-10-19,Northwestern,Wisconsin,3,23
2024-10-19,Cincinnati,Arizona State,24,14
2024-10-19,Clemson,Virginia,48,31
2024-10-19,Coastal Carolina,Louisiana,24,34
2024-10-19,Oklahoma,South Carolina,9,35
2024-10-19,Temple,Tulsa,20,10
2024-10-19,Eastern Michigan,Central Michigan,38,34
2024-10-19,South Florida,UAB,35,25
2024-10-19,Bowling Green,Kent State,27,6
2024-10-19,Old Dominion,Texas State,24,14
2024-10-19,California,NC State,23,24
2024-10-19,Washington State,Hawai'i,42,10
2024-10-19,Buffalo,Western Michigan,41,48
2024-10-19,Northern Illinois,Toledo,6,13
2024-10-19,Miami (OH),Ohio,30,20
2024-10-19,Georgia Tech,Notre Dame,13,31
2024-10-19,Tulane,Rice,24,10
2024-10-19,Kansas,Houston,42,14
2024-10-19,Illinois,Michigan,21,7
2024-10-19,Tennessee,Alabama,24,17
2024-10-19,Navy,Charlotte,51,17
2024-10-19,UTSA,Florida Atlantic,38,24
2024-10-19,Georgia Southern,James Madison,28,14
2024-10-19,Texas Tech,Baylor,35,59
2024-10-19,Utah State,New Mexico,45,50
2024-10-19,Arizona,Colorado,7,34
2024-10-19,San José State,Wyoming,24,14
2024-10-19,Maryland,USC,29,28
2024-10-19,Mississippi State,Texas A&M,24,34
2024-10-19,Vanderbilt,Ball State,24,14
2024-10-19,Southern Miss,Arkansas State,28,44
2024-10-19,Arkansas,LSU,10,34
2024-10-19,Texas,Georgia,15,30
2024-10-19,Iowa State,UCF,38,35
2024-10-19,West Virginia,Kansas State,18,45
2024-10-19,Michigan State,Iowa,32,20
2024-10-19,Memphis,North Texas,52,44
2024-10-19,Florida,Kentucky,48,20
2024-10-20,Stanford,SMU,10,40
2024-10-20,Air Force,Colorado State,13,21
2024-10-20,Oregon State,UNLV,25,33
2024-10-20,Utah,TCU,7,13
2024-10-22,Florida International,Sam Houston,7,10
2024-10-23,Louisiana Tech,UTEP,14,10
2024-10-23,Kennesaw State,Liberty,27,24
2024-10-23,Jacksonville State,Middle Tennessee,42,20
2024-10-24,Old Dominion,Georgia Southern,47,19
2024-10-24,Pittsburgh,Syracuse,41,13
2024-10-25,Boston College,Louisville,27,31
2024-10-26,UNLV,Boise State,24,29
2024-10-26,USC,Rutgers,42,20
2024-10-26,Memphis,Charlotte,33,28
2024-10-26,Virginia,North Carolina,14,41
2024-10-26,Indiana,Washington,31,17
2024-10-26,North Texas,Tulane,37,45
2024-10-26,Navy,Notre Dame,14,51
2024-10-26,Virginia Tech,Georgia Tech,21,6
2024-10-26,Ole Miss,Oklahoma,26,14
2024-10-26,Ohio,Buffalo,47,16
2024-10-26,Ohio State,Nebraska,21,17
2024-10-26,Mississippi State,Arkansas,25,58
2024-10-26,App State,Georgia State,33,26
2024-10-26,East Carolina,Temple,56,34
2024-10-26,Miami (OH),Central Michigan,46,7
2024-10-26,Toledo,Bowling Green,26,41
2024-10-26,James Madison,Southern Miss,32,15
2024-10-26,Akron,Eastern Michigan,25,21
2024-10-26,Ball State,Northern Illinois,25,23
2024-10-26,UConn,Rice,17,10
2024-10-26,Western Michigan,Kent State,52,21
2024-10-26,Iowa,Northwestern,40,14
2024-10-26,Oregon,Illinois,38,9
2024-10-26,Tulsa,UTSA,46,45
2024-10-26,Baylor,Oklahoma State,38,28
2024-10-26,Minnesota,Maryland,48,23
2024-10-26,Stanford,Wake Forest,24,27
2024-10-26,Alabama,Missouri,34,0
2024-10-26,TCU,Texas Tech,35,34
2024-10-26,UCF,BYU,24,37
2024-10-26,Massachusetts,Wagner,35,7
2024-10-26,California,Oregon State,44,7
2024-10-26,Vanderbilt,Texas,24,27
2024-10-26,South Alabama,UL Monroe,46,17
2024-10-26,Colorado State,New Mexico,17,6
2024-10-26,Arkansas State,Troy,34,31
2024-10-26,Miami,Florida State,36,14
2024-10-26,Houston,Utah,17,14
2024-10-26,Wyoming,Utah State,25,27
2024-10-26,Arizona,West Virginia,26,31
2024-10-26,Michigan,Michigan State,24,17
2024-10-26,Wisconsin,Penn State,13,28
2024-10-26,Texas A&M,LSU,38,23
2024-10-26,Kentucky,Auburn,10,24
2024-10-27,Fresno State,San José State,33,10
2024-10-27,Kansas State,Kansas,29,27
2024-10-27,Duke,SMU,27,28
2024-10-27,Colorado,Cincinnati,34,23
2024-10-27,San Diego State,Washington State,26,29
2024-10-27,Hawai'i,Nevada,34,13
2024-10-29,Florida International,New Mexico State,34,13
2024-10-29,Texas State,Louisiana,17,23
2024-10-30,Sam Houston,Louisiana Tech,9,3
2024-10-30,Liberty,Jacksonville State,21,31
2024-10-30,Western Kentucky,Kennesaw State,31,14
2024-10-31,Charlotte,Tulane,3,34
2024-11-01,UConn,Georgia State,34,27
2024-11-01,Florida Atlantic,South Florida,21,44
2024-11-02,Boise State,San Diego State,56,24
2024-11-02,NC State,Stanford,59,28
2024-11-02,Akron,Buffalo,30,41
2024-11-02,Arkansas,Ole Miss,31,63
2024-11-02,Eastern Michigan,Toledo,28,29
2024-11-02,Purdue,Northwestern,20,26
2024-11-02,Syracuse,Virginia Tech,38,31
2024-11-02,Oklahoma,Maine,59,14
2024-11-02,Penn State,Ohio State,13,20
2024-11-02,Army,Air Force,20,3
2024-11-02,Miami,Duke,53,31
2024-11-02,Illinois,Minnesota,17,25
2024-11-02,UTSA,Memphis,44,36
2024-11-02,Auburn,Vanderbilt,7,17
2024-11-02,App State,Old Dominion,28,20
2024-11-02,UAB,Tulsa,59,21
2024-11-02,Florida State,North Carolina,11,35
2024-11-02,Marshall,UL Monroe,28,23
2024-11-02,Iowa State,Texas Tech,22,23
2024-11-02,Oklahoma State,Arizona State,21,42
2024-11-02,Houston,Kansas State,24,19
2024-11-02,UCF,Arizona,56,12
2024-11-02,Michigan State,Indiana,10,47
2024-11-02,Michigan,Oregon,17,38
2024-11-02,Nebraska,UCLA,20,27
2024-11-02,UTEP,Middle Tennessee,13,20
2024-11-02,Georgia,Florida,34,20
2024-11-02,New Mexico,Wyoming,45,49
2024-11-02,Troy,Coastal Carolina,38,24
2024-11-02,Rice,Navy,24,10
2024-11-02,Mississippi State,Massachusetts,45,20
2024-11-02,Fresno State,Hawai'i,20,21
2024-11-02,South Carolina,Texas A&M,44,20
